ticker,beta_3,atr_3,sma20_percent_3,sma50_percent_3,sma200_percent_3,high_52w_percent_3,low_52w_percent_3,rsi_3,price_3,change_percent_3,from_open_percent_3,gap_3,volume_3,beta_2,atr_2,sma20_percent_2,sma50_percent_2,sma200_percent_2,high_52w_percent_2,low_52w_percent_2,rsi_2,price_2,change_percent_2,from_open_percent_2,gap_2,volume_2,beta_1,atr_1,sma20_percent_1,sma50_percent_1,sma200_percent_1,high_52w_percent_1,low_52w_percent_1,rsi_1,price_1,change_percent_1,from_open_percent_1,gap_1,volume_1
BTAI,-0.01,0.07,-2.9,-22.86,-66.85,-90.76,28.46,45.85,0.39,-18.2,-16.65,-1.87,1709342,0.01,0.07,17.36,-6.54,-59.89,-88.7,57.05,54.08,0.47,-17.78,-17.32,-0.56,1797090,0,0.06,43.87,13.09,-51.71,-86.25,91,67.41,0.57,38.45,36.48,1.45,6425647
CERO,0.52,2.38,-37.42,-69,-92.51,-99.71,-7.27,35.23,3.7,-29.25,-18.86,-12.81,985137,0.5,0.02,-16.65,-56.47,-89.63,-99.59,31.08,38.98,0.05,23.64,-9.83,37.12,896105273,0.52,0.02,-35.79,-64.97,-91.78,-99.67,-9.42,34.76,0.04,-27.32,-14.2,-15.29,96453570
CODX,-0.64,0.09,-0.77,-18.44,-33.79,-65.23,15.73,45.37,0.78,-10.22,-11.89,1.89,267884,-0.63,0.09,9.98,-10.01,-26.38,-61.27,28.91,51.7,0.86,-13.63,-13.63,0,459316,-0.64,0.08,27.44,3.38,-14.87,-55.15,49.25,64.62,1,28.21,26.58,1.28,1803426
CTOR,-0.74,0.19,5.51,3.81,-81.9,-97.59,38.82,50.43,1.18,-13.24,-15.71,2.94,198910,-0.67,0.18,21.6,19.62,-79.29,-97.22,60,58.1,1.36,-11.69,-13.38,1.95,292434,-0.69,0.17,37.21,35.82,-76.72,-96.86,81.18,67.67,1.54,18.46,2.67,15.38,517866
INUV,0.95,0.08,5.09,44.2,63.39,-37.78,158.74,53.37,0.49,-14.24,-10.62,-4.05,4598172,0.94,0.08,24.18,70.73,90.96,-27.45,201.68,62.66,0.57,-10.2,-11.82,1.83,4254677,0.94,0.08,41.94,94.04,113.37,-19.21,235.95,71.93,0.64,-10.73,-14.89,4.9,9156756
KNW,1.54,0.03,-10.21,-22.66,-58.19,-82.23,25.06,43.53,0.16,-13.26,-8.78,-4.91,1907647,1.54,0.03,1.52,-11.25,-52.12,-79.51,44.17,49.32,0.19,20.73,18.09,2.23,6459124,1.54,0.03,-16.6,-26.55,-60.57,-83.03,19.42,39.67,0.16,-15.15,-15.79,0.76,3397634
LUNA,1.58,0.28,-47.52,-47.99,-63.63,-88.89,25.71,32.42,0.88,-19.27,-5.38,-14.68,2016796,1.55,0.28,-36.76,-36.28,-55.23,-86.24,36.25,35.55,1.09,22.6,40.65,-12.83,4180763,1.56,0.27,-49.5,-48.44,-63.7,-88.77,-37.83,29.5,0.89,-56.63,-25.91,-41.46,12199988
MTNB,1.54,0.15,11.78,-8.89,-88.54,-96.91,38.91,48,0.66,-30.82,-30.11,-1.02,2185746,1.6,0.1,62.31,22.97,-83.62,-95.54,100.79,67.56,0.96,30.76,27.97,2.18,835618,1.58,0.09,28.41,-11.09,-87.61,-96.59,53.56,54.39,0.73,15.59,8.2,6.83,333665
NVAX,2.12,0.68,8.26,9.26,-10.4,-59.74,171.91,56.3,9.6,-11.23,-7.82,-3.7,7796686,2.13,0.63,22.33,23.04,1.17,-54.65,206.31,72.1,10.82,10.86,8.74,1.95,14749564,2.13,0.54,11.53,11.22,-8.48,-59.09,176.3,63.89,9.76,10.28,7.96,2.15,7988705
OPTT,2.62,0.22,71.18,176.86,318.87,-38.86,791.67,62.62,1.07,-24.11,-15.75,-9.93,30252014,2.64,0.2,139.97,283.07,460.74,-19.43,1075,78.12,1.41,-12.42,0.71,-13.04,35252412,2.63,0.19,201.44,369.58,554.93,17.52,1241.67,90.33,1.61,45.05,34.17,8.11,79221182
SMSI,0.66,0.21,15,42.36,-13.36,-81.78,163.41,55.25,1.37,-15.95,-16.46,0.61,626322,0.69,0.21,40.5,71.36,2.59,-78.32,213.4,64.62,1.63,-12.37,-14.21,2.15,1155279,0.67,0.19,66.87,98.84,16.65,-75.27,257.62,75.08,1.86,32.86,30.99,1.43,1671781
STI,-0.02,0.14,-3.5,9.45,-48,-95.3,87.11,48.22,0.51,-13.39,-7.46,-6.41,3069660,-0.06,0.13,12.3,27.15,-40.79,-94.57,116.04,53.13,0.58,-13.39,-13.43,0.04,3687779,-0.05,0.13,31.66,48.18,-32.49,-93.73,149.44,59.64,0.67,-12.58,-13.1,0.6,5255582
AENT,0.2,1.31,-36.49,-19.5,46.56,-57.74,357.01,36.28,4.89,-16.98,-15.83,-1.36,142324,0.17,1.3,-24.1,-2.81,77.26,-49.1,489,40.69,5.89,-22.09,-19.32,-3.44,162161,0.13,1.25,-2.97,25.65,128.84,-34.67,656,50.16,7.56,-18.53,-15.34,-3.77,110366
CERO,0.58,2.04,-46.04,-75.94,-94.03,-99.78,-1.1,33.82,2.8,-14.89,-10.26,-5.17,260431,0.6,2.15,-39.04,-71.99,-93.1,-99.74,16.21,35.03,3.29,11.15,10.77,0.34,477672,0.52,2.27,-47.26,-75,-93.9,-99.77,-7.51,33.54,2.96,-20,-12.17,-8.92,580333
GCTK,-0.24,0.07,-48.05,-73.69,-93.19,-97.54,10.91,31.14,0.12,-18.5,-4.84,-14.36,169500951,-0.22,0.07,-38.32,-69.88,-91.68,-96.98,36.09,32.93,0.15,27.95,3.24,23.93,672322116,-0.29,0.07,-53.05,-77.91,-93.53,-97.64,6.36,28.42,0.12,-15.71,-13.27,-2.81,69328054
INZY,1.41,0.3,-44.79,-50.18,-66.75,-80.63,-6.21,21.7,1.51,-12.21,-11.7,-0.58,1535287,1.39,0.3,-38.76,-44.37,-62.37,-77.93,-12.69,23.86,1.72,-13.78,-15.69,2.26,1516559,1.35,0.29,-30.51,-36.66,-56.6,-74.41,-16.35,27.15,2,-28.75,-26.38,-3.21,2230994
MBIO,1.73,0.04,-24.69,-30.87,-53.61,-90.54,12.26,36.55,0.14,-35.77,-10.29,-28.41,15055412,1.7,0.04,15.41,5.96,-28.68,-85.37,74.79,56.72,0.22,-12.74,-6.71,-6.47,5224259,1.76,0.04,33.12,20.64,-19.18,-83.23,100.31,71.72,0.26,15.38,11.81,3.19,19060048
RIME,0.28,0.04,-24.87,-56.49,-88.22,-96.03,7.86,40.47,0.08,-22.19,3.58,-24.88,64647356,0.23,0.04,-3.31,-45.42,-84.96,-94.9,38.62,43.52,0.1,-25.45,-22.69,-3.56,101001408,0.28,0.04,30.53,-28.64,-79.96,-93.16,85.93,48.78,0.13,-18.35,-18.65,0.36,38482814
SES,0.49,0.31,-33.35,14.69,-19.18,-67.58,310.15,43.55,0.82,-12.73,-13.65,1.06,35140001,0.47,0.32,-22.34,32.55,-7.77,-62.85,370,45.54,0.94,-25.98,-18.26,-9.45,21078781,0.39,0.32,7.04,81.02,24.23,-49.8,535,51.57,1.27,-18.06,-13.01,-5.81,17912440
SPI,0.48,0.22,56.29,93.86,72.56,-56.23,183.7,69.54,0.77,-10.42,-9.88,-0.6,43594902,0.5,0.18,82.21,120.38,92.99,-51.14,216.7,79.02,0.86,11.05,11.05,0,6872812,0.6,0.18,74.26,102.96,74.32,-56,185.19,76.14,0.77,23.22,20.31,2.42,67944087
VRME,0.29,0.7,141.5,200.98,140.28,-35.48,453.25,70.16,3.2,-22.52,-29.98,10.65,20884433,0.42,0.61,245.19,303.32,212.17,18.34,614.04,88.04,4.13,61.96,29.06,25.49,57008682,0.53,0.47,149.48,163.98,94.75,-26.93,340.87,80,2.55,51.79,41.67,7.14,57707878
ZBAI,-0.67,0.28,63.77,113.3,111.85,-23.6,227.5,72.52,1.91,-11.37,-18.72,9.05,97394,-0.65,0.26,94.89,146.37,140.21,0.23,269.51,84.77,2.15,14.63,23.14,-6.91,150705,-0.56,0.22,81.64,121.64,111.13,19.75,222.36,81.52,1.88,25.33,29.66,-3.33,307673
AIMD,1.38,0.12,33.27,44.52,0.06,-77.42,75,59.8,0.7,20.67,19.05,1.36,1198877,1.34,0.11,12.86,20.84,-17.36,-81.29,45.02,53.52,0.58,-18.3,-17.13,-1.41,1139765,1.4,0.1,39.65,48.37,0.67,-77.1,77.5,63.49,0.71,23.89,-5.57,31.2,16490371
CTCX,0.11,0.13,67.42,95.24,-45.05,-84.6,207.8,65.96,0.62,12.61,16.09,-3,707547,0.13,0.13,57.18,76.36,-51.7,-86.33,173.34,62.55,0.55,11.08,24.66,-10.89,738577,0.27,0.13,48.45,60.98,-56.93,-87.69,146.07,59.57,0.49,17.19,17.22,-0.02,3789791
GRYP,2.43,0.08,1.9,-22.22,-51.46,-94.74,26.32,46.01,0.44,11.73,10.75,0.88,4391252,2.42,0.08,-10.27,-30.98,-56.78,-95.3,13.06,39.77,0.4,-12.2,-10.03,-2.41,9179998,2.45,0.08,-0.05,-22.34,-51.03,-94.64,28.77,45.57,0.45,19.72,-2.53,22.83,92178093
GWAV,1.4,0.1,-34.69,-20.99,-89.1,-99.73,47.89,36.87,0.42,11.71,5.03,6.36,2652096,1.38,0.1,-42.71,-29.28,-90.48,-99.76,32.39,32.92,0.38,-28.84,-28.01,-1.15,5060688,1.35,0.09,-21.41,-0.82,-86.94,-99.66,86.04,41.22,0.53,-21.21,-21.45,0.31,2884967
RGTI,1.43,2.93,-29.03,36.62,271.08,-58.22,1256.06,46.64,8.95,47.93,36.23,8.6,348744862,1.41,2.93,-51.45,-5.47,154.75,-71.76,816.67,40.21,6.05,-32.25,-17.12,-18.25,186801556,1.33,2.93,-28.73,41.55,279.65,-58.31,1253.03,45.23,8.93,-11.06,-9.62,-1.59,171090070
RR,-8.48,0.74,9.37,92.6,117.97,-78.84,760.36,53.96,2.6,22.64,13.04,8.49,55775049,-8.97,0.71,-7.21,61.58,78.57,-82.75,601.52,49.33,2.12,-24.56,-15.2,-11.03,25261216,-9.72,0.7,26.52,118.77,137.32,-77.14,829.85,56.98,2.81,-11.08,-9.65,-1.58,22794767
TRUG,-0.81,0.14,-3.86,6,-44.73,-94.36,61.02,48.75,0.56,10.31,8.32,1.84,841974,-0.83,0.14,-12.51,-4.39,-50.09,-95.64,45.97,45.87,0.51,-11.1,-5.33,-6.09,1156945,-0.85,0.15,-1,6.77,-44.11,-95.1,64.19,48.97,0.57,-12.89,-14.99,2.47,1883256
ASST,6.16,0.09,-0.48,-16.98,-66.56,-89.07,41.94,45.96,0.48,-10.11,-7.67,-2.65,663860,6.28,0.1,10.11,-9.12,-63.2,-87.84,57.91,49.84,0.53,15.15,4.32,10.38,1130253,6.1,0.1,-4.58,-22.4,-68.39,-89.44,37.13,44.14,0.46,-14.77,-14.75,-0.02,982223
AZTR,-1.38,0.07,-38.94,-44.21,-89.07,-99.62,-26.94,36.78,0.26,-39.03,-14.4,-28.77,5508977,-1.73,0.06,-2.01,-9.45,-82.3,-99.38,19.83,47.59,0.42,-26.75,-13.69,-15.13,9694492,-1.25,0.05,33.01,23.14,-76.11,-99.16,61.52,63.9,0.57,59.72,63.58,-2.36,22198127
EYEN,1.36,0.03,-34.97,-62.17,-88.77,-97.44,-14.42,36.25,0.07,-23.37,-13.86,-11.05,33476715,1.36,0.03,-15.86,-52.92,-85.46,-96.65,11.69,39.92,0.09,-10.42,-9.57,-0.94,17139908,1.35,0.03,-6.16,-49.88,-83.9,-96.26,24.68,41.88,0.1,-11.11,-9,-2.31,21038556
GMGI,1.92,0.18,6.78,-4.72,-21.99,-65.07,17.74,52.08,2.19,-11.69,-11.34,-0.4,115942,1.93,0.17,21.3,7.6,-11.76,-60.45,33.33,66.24,2.48,12.73,13.24,-0.45,759550,1.95,0.15,8.86,-4.43,-21.79,-64.91,18.28,55.35,2.2,11.68,13.4,-1.52,212503
PHIO,1.39,1.03,12.14,2.95,-36.59,-74.3,73.86,50.46,2.66,-25.7,-11.33,-16.2,4162131,1.19,1.02,50.45,38.22,-15.01,-65.41,133.99,55.97,3.58,-45.76,-7.25,-41.52,11119120,1.51,0.84,181.56,155.66,56.14,-36.23,331.37,83.9,6.6,290.53,60.19,143.79,280143636
AIFF,3.03,0.61,41.38,27,-27.92,-76.73,98.92,65.77,3.7,17.46,20.52,-2.54,3657916,3.08,0.57,21.69,8.58,-39.03,-80.19,69.35,58.7,3.15,65.79,-29.84,136.32,130995000,3.07,0.31,-26.31,-34.6,-63.49,-88.05,-5.47,26.77,1.9,-16.3,-12.44,-4.41,142155
CTM,-2.88,0.34,-5.35,82.18,251.1,-64.66,722.37,51.51,1,19.02,12.36,5.93,7419804,-2.87,0.35,-17.61,57.97,198.87,-70.31,590.95,48.42,0.84,16.68,-8.39,27.36,26274573,-2.88,0.34,-27.42,38.97,158.92,-74.55,492.19,46.01,0.72,-30.76,-12.18,-21.15,7799603
HUSA,0.46,0.15,28.85,31.29,35.16,-29.19,89.46,67.27,1.82,11.66,11.66,0,687341,0.44,0.14,17.18,18.34,21.27,-36.59,69.69,60.66,1.63,-12.83,-9.94,-3.21,896922,0.45,0.12,35.65,36.5,39.29,-27.25,94.67,79.48,1.87,11.31,9.36,1.79,1951872
QBTS,1.23,1.64,-25.65,24.63,183.09,-49.26,749.85,47.52,5.79,22.41,-3.5,26.85,200363806,1.25,1.64,-38.95,3.93,133.41,-58.55,594.26,43.11,4.73,23.5,11.03,11.23,138562550,1.22,1.69,-50.3,-14.49,90.23,-66.43,462.16,39.07,3.83,-33.62,-15.82,-21.14,105327664
QUBT,2.87,3.25,-25.6,29.1,315.58,-57.46,3154.44,48.8,11.55,55.45,32.61,17.23,109585477,2.88,3.18,-51.38,-14.97,172.51,-72.63,1993.55,40.66,7.43,13.96,3.77,9.82,42306076,2.87,3.31,-57.19,-24.31,141.98,-75.99,1737.14,38.66,6.52,-27.39,-18.5,-10.91,36210331
ATOM,1.41,1.9,-26.68,1.77,70.85,-52.14,263.64,43.8,8.4,-24.8,-27.27,3.4,2091701,1.43,1.77,-2.21,36.62,127.68,-36.35,383.55,52.2,11.17,20.11,12.83,6.45,1220214,1.42,1.72,-17.25,15.73,90.54,-47.01,302.6,45.67,9.3,-11.85,-16.14,5.12,1047048
